strain	date	virus	region	country	host	isolate_id	submitting_lab	originating_lab
A/Rio_de_Janeiro/62701/2021	2021-12-07	h3n2_flu	South America	Brazil	Human	EPI_ISL_8559357	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)
A/Rio_de_Janeiro/62707/2021	2021-12-07	h3n2_flu	South America	Brazil	Human	EPI_ISL_8559358	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)
A/Rio_de_Janeiro/62714/2021	2021-12-07	h3n2_flu	South America	Brazil	Human	EPI_ISL_8559359	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)
A/Amazonas/181102-IEC/2021	2021-11-19	h3n2_flu	South America	Brazil	Human	EPI_ISL_8632872	Evandro Chagas Institute	Evandro Chagas Institute
A/Amazonas/181120-IEC/2021	2021-11-23	h3n2_flu	South America	Brazil	Human	EPI_ISL_8722293	Evandro Chagas Institute	Evandro Chagas Institute
A/Amazonas/181093-IEC/2021	2021-11-18	h3n2_flu	South America	Brazil	Human	EPI_ISL_8812399	Evandro Chagas Institute	Evandro Chagas Institute
A/Amazonas/181098-IEC/2021	2021-11-22	h3n2_flu	South America	Brazil	Human	EPI_ISL_8812929	Evandro Chagas Institute	Evandro Chagas Institute
A/Sao_Paulo/IAL/C8621/2022	2022-01-03	h3n2_flu	South America	Brazil	Human	EPI_ISL_9271640	Instituto Adolfo Lutz	Instituto Adolfo Lutz - National Influenza Center
A/Sao_Paulo/IAL/C8624/2022	2022-01-03	h3n2_flu	South America	Brazil	Human	EPI_ISL_9271641	Instituto Adolfo Lutz	Instituto Adolfo Lutz - National Influenza Center
A/Sao_Paulo/IAL/C8625/2022	2022-01-03	h3n2_flu	South America	Brazil	Human	EPI_ISL_9271642	Instituto Adolfo Lutz	Instituto Adolfo Lutz - National Influenza Center
A/Sao_Paulo/IAL/C8629/2022	2022-01-06	h3n2_flu	South America	Brazil	Human	EPI_ISL_9271643	Instituto Adolfo Lutz	Instituto Adolfo Lutz - National Influenza Center
A/Sao_Paulo/IAL/C8635/2022	2022-01-06	h3n2_flu	South America	Brazil	Human	EPI_ISL_9271644	Instituto Adolfo Lutz	Instituto Adolfo Lutz - National Influenza Center
A/Sao_Paulo/IAL/C8637/2022	2022-01-06	h3n2_flu	South America	Brazil	Human	EPI_ISL_9271645	Instituto Adolfo Lutz	Instituto Adolfo Lutz - National Influenza Center
A/Sao_Paulo/IAL/C8640/2022	2022-01-09	h3n2_flu	South America	Brazil	Human	EPI_ISL_9271646	Instituto Adolfo Lutz	Instituto Adolfo Lutz - National Influenza Center
A/Sao_Paulo/IAL/C8642/2022	2022-01-08	h3n2_flu	South America	Brazil	Human	EPI_ISL_9271647	Instituto Adolfo Lutz	Instituto Adolfo Lutz - National Influenza Center
A/Sao_Paulo/IAL/C8643/2022	2022-01-09	h3n2_flu	South America	Brazil	Human	EPI_ISL_9271648	Instituto Adolfo Lutz	Instituto Adolfo Lutz - National Influenza Center
A/Sao_Paulo/IAL/C8646/2022	2022-01-09	h3n2_flu	South America	Brazil	Human	EPI_ISL_9271649	Instituto Adolfo Lutz	Instituto Adolfo Lutz - National Influenza Center
A/Sao_Paulo/IAL/C8648/2022	2022-01-09	h3n2_flu	South America	Brazil	Human	EPI_ISL_9271650	Instituto Adolfo Lutz	Instituto Adolfo Lutz - National Influenza Center
A/Sao_Paulo/IAL/C8650/2022	2022-01-09	h3n2_flu	South America	Brazil	Human	EPI_ISL_9271737	Instituto Adolfo Lutz	Instituto Adolfo Lutz - National Influenza Center
A/Sao_Paulo/IAL/C8660/2022	2022-01-03	h3n2_flu	South America	Brazil	Human	EPI_ISL_9271790	Instituto Adolfo Lutz	Instituto Adolfo Lutz - National Influenza Center
A/Concepcion/188121/2021	2021-11-25	h3n2_flu	South America	Chile	Human	EPI_ISL_9524987	Centers for Disease Control and Prevention	Instituto de Salud Publica de Chile
A/Santiago/187351/2021	2021-11-24	h3n2_flu	South America	Chile	Human	EPI_ISL_9524991	Centers for Disease Control and Prevention	Instituto de Salud Publica de Chile
A/Talca/189020/2021	2021-12-01	h3n2_flu	South America	Chile	Human	EPI_ISL_9524993	Centers for Disease Control and Prevention	Instituto de Salud Publica de Chile
A/Sergipe/2285/2022	2022-01-07	h3n2_flu	South America	Brazil	Human	EPI_ISL_10081748	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	LACEN/SE - Laboratório Central de Saúde Pública de Sergipe - Instituto Parreira Horta
A/Sergipe/2286/2022	2022-01-03	h3n2_flu	South America	Brazil	Human	EPI_ISL_10081749	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	LACEN/SE - Laboratório Central de Saúde Pública de Sergipe - Instituto Parreira Horta
A/Parana/2853/2022	2022-01-08	h3n2_flu	South America	Brazil	Human	EPI_ISL_10081750	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	Laboratório Central do Estado do Paraná - LACEN/PR
A/Parana/2854/2022	2022-01-13	h3n2_flu	South America	Brazil	Human	EPI_ISL_10081751	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	Laboratório Central do Estado do Paraná - LACEN/PR
A/Parana/2858/2022	2022-01-13	h3n2_flu	South America	Brazil	Human	EPI_ISL_10081752	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	Laboratório Central do Estado do Paraná - LACEN/PR
A/Parana/2859/2022	2022-01-13	h3n2_flu	South America	Brazil	Human	EPI_ISL_10081753	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	Laboratório Central do Estado do Paraná - LACEN/PR
A/Parana/2860/2022	2022-01-07	h3n2_flu	South America	Brazil	Human	EPI_ISL_10081754	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	Laboratório Central do Estado do Paraná - LACEN/PR
A/Rio_de_Janeiro/67063/2021	2021-12-22	h3n2_flu	South America	Brazil	Human	EPI_ISL_10081847	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	Laboratório Central de Saúde Pública (LACEN RJ)
A/Para/181309-IEC/2021	2021-12-27	h3n2_flu	South America	Brazil	Human	EPI_ISL_10785873	Evandro Chagas Institute	Evandro Chagas Institute
A/Maranhao/181330-IEC/2021	2021-12-21	h3n2_flu	South America	Brazil	Human	EPI_ISL_10787038	Evandro Chagas Institute	LACEN/MA - Laboratório Central de Saúde Pública do Maranhão
A/Maranhao/181337-IEC/2021	2021-12-20	h3n2_flu	South America	Brazil	Human	EPI_ISL_10827548	Evandro Chagas Institute 	LACEN/MA - Laboratório Central de Saúde Pública do Maranhão
A/Bagua/FPG00794/2021(H3N2)	2021-12-16	h3n2_flu	South America	Peru	Human	EPI_ISL_11171175	Naval Medical Research Unit 6 (NAMRU-6)	Naval Medical Research Unit 6 (NAMRU-6)
A/Bagua/FPG00803/2021(H3N2)	2021-12-23	h3n2_flu	South America	Peru	Human	EPI_ISL_11171176	Naval Medical Research Unit 6 (NAMRU-6)	Naval Medical Research Unit 6 (NAMRU-6)
A/Bagua/FPG00808/2021(H3N2)	2021-12-28	h3n2_flu	South America	Peru	Human	EPI_ISL_11171177	Naval Medical Research Unit 6 (NAMRU-6)	Naval Medical Research Unit 6 (NAMRU-6)
A/Bagua/FPG00817/2021(H3N2)	2021-12-29	h3n2_flu	South America	Peru	Human	EPI_ISL_11171178	Naval Medical Research Unit 6 (NAMRU-6)	Naval Medical Research Unit 6 (NAMRU-6)
A/Bagua/FPG00828/2022(H3N2)	2022-01-03	h3n2_flu	South America	Peru	Human	EPI_ISL_11171179	Naval Medical Research Unit 6 (NAMRU-6)	Naval Medical Research Unit 6 (NAMRU-6)
A/Bagua/FPG00829/2022(H3N2)	2022-01-03	h3n2_flu	South America	Peru	Human	EPI_ISL_11171180	Naval Medical Research Unit 6 (NAMRU-6)	Naval Medical Research Unit 6 (NAMRU-6)
A/Iquitos/FPI20220/2021(H3N2)	2021-12-15	h3n2_flu	South America	Peru	Human	EPI_ISL_11171181	Naval Medical Research Unit 6 (NAMRU-6)	Naval Medical Research Unit 6 (NAMRU-6)
A/Iquitos/FPI20221/2021(H3N2)	2021-12-15	h3n2_flu	South America	Peru	Human	EPI_ISL_11171182	Naval Medical Research Unit 6 (NAMRU-6)	Naval Medical Research Unit 6 (NAMRU-6)
A/Iquitos/FPI20232/2021(H3N2)	2021-12-16	h3n2_flu	South America	Peru	Human	EPI_ISL_11171183	Naval Medical Research Unit 6 (NAMRU-6)	Naval Medical Research Unit 6 (NAMRU-6)
A/Iquitos/FPI20245/2021(H3N2)	2021-12-17	h3n2_flu	South America	Peru	Human	EPI_ISL_11171184	Naval Medical Research Unit 6 (NAMRU-6)	Naval Medical Research Unit 6 (NAMRU-6)
A/Iquitos/FPI20250/2021(H3N2)	2021-12-21	h3n2_flu	South America	Peru	Human	EPI_ISL_11171185	Naval Medical Research Unit 6 (NAMRU-6)	Naval Medical Research Unit 6 (NAMRU-6)
A/Iquitos/FPI20251/2021(H3N2)	2021-12-21	h3n2_flu	South America	Peru	Human	EPI_ISL_11171186	Naval Medical Research Unit 6 (NAMRU-6)	Naval Medical Research Unit 6 (NAMRU-6)
A/Iquitos/FPI20253/2021(H3N2)	2021-12-22	h3n2_flu	South America	Peru	Human	EPI_ISL_11171187	Naval Medical Research Unit 6 (NAMRU-6)	Naval Medical Research Unit 6 (NAMRU-6)
A/Tumbes/FPT02216/2021(H3N2)	2021-12-06	h3n2_flu	South America	Peru	Human	EPI_ISL_11171188	Naval Medical Research Unit 6 (NAMRU-6)	Naval Medical Research Unit 6 (NAMRU-6)
A/Tumbes/FPT02242/2021(H3N2)	2021-12-21	h3n2_flu	South America	Peru	Human	EPI_ISL_11171189	Naval Medical Research Unit 6 (NAMRU-6)	Naval Medical Research Unit 6 (NAMRU-6)
A/Tumbes/FPT02244/2021(H3N2)	2021-12-23	h3n2_flu	South America	Peru	Human	EPI_ISL_11171190	Naval Medical Research Unit 6 (NAMRU-6)	Naval Medical Research Unit 6 (NAMRU-6)
A/Tumbes/FPT02250/2021(H3N2)	2021-12-29	h3n2_flu	South America	Peru	Human	EPI_ISL_11171191	Naval Medical Research Unit 6 (NAMRU-6)	Naval Medical Research Unit 6 (NAMRU-6)
A/Tumbes/FPT02252/2021(H3N2)	2021-12-29	h3n2_flu	South America	Peru	Human	EPI_ISL_11171192	Naval Medical Research Unit 6 (NAMRU-6)	Naval Medical Research Unit 6 (NAMRU-6)
A/Tumbes/FPT02257/2021(H3N2)	2021-12-31	h3n2_flu	South America	Peru	Human	EPI_ISL_11171193	Naval Medical Research Unit 6 (NAMRU-6)	Naval Medical Research Unit 6 (NAMRU-6)
A/Tumbes/FPT02261/2022(H3N2)	2022-01-04	h3n2_flu	South America	Peru	Human	EPI_ISL_11171194	Naval Medical Research Unit 6 (NAMRU-6)	Naval Medical Research Unit 6 (NAMRU-6)
A/Yurimaguas/FPY01612/2021(H3N2)	2021-12-09	h3n2_flu	South America	Peru	Human	EPI_ISL_11171195	Naval Medical Research Unit 6 (NAMRU-6)	Naval Medical Research Unit 6 (NAMRU-6)
A/Yurimaguas/FPY01614/2021(H3N2)	2021-12-10	h3n2_flu	South America	Peru	Human	EPI_ISL_11171196	Naval Medical Research Unit 6 (NAMRU-6)	Naval Medical Research Unit 6 (NAMRU-6)
A/Yurimaguas/FPY01617/2021(H3N2)	2021-12-13	h3n2_flu	South America	Peru	Human	EPI_ISL_11171197	Naval Medical Research Unit 6 (NAMRU-6)	Naval Medical Research Unit 6 (NAMRU-6)
A/Yurimaguas/FPY01621/2021(H3N2)	2021-12-15	h3n2_flu	South America	Peru	Human	EPI_ISL_11171198	Naval Medical Research Unit 6 (NAMRU-6)	Naval Medical Research Unit 6 (NAMRU-6)
A/Yurimaguas/FPY01626/2021(H3N2)	2021-12-17	h3n2_flu	South America	Peru	Human	EPI_ISL_11171199	Naval Medical Research Unit 6 (NAMRU-6)	Naval Medical Research Unit 6 (NAMRU-6)
A/Yurimaguas/FPY01627/2021(H3N2)	2021-12-28	h3n2_flu	South America	Peru	Human	EPI_ISL_11171200	Naval Medical Research Unit 6 (NAMRU-6)	Naval Medical Research Unit 6 (NAMRU-6)
A/Lima/IPE06145/2022(H3N2)	2022-01-06	h3n2_flu	South America	Peru	Human	EPI_ISL_11171201	Naval Medical Research Unit 6 (NAMRU-6)	Naval Medical Research Unit 6 (NAMRU-6)
A/Lima/IPE06146/2022(H3N2)	2022-01-10	h3n2_flu	South America	Peru	Human	EPI_ISL_11171202	Naval Medical Research Unit 6 (NAMRU-6)	Naval Medical Research Unit 6 (NAMRU-6)
A/Trujillo/TRU02461/2021(H3N2)	2021-12-15	h3n2_flu	South America	Peru	Human	EPI_ISL_11171203	Naval Medical Research Unit 6 (NAMRU-6)	Naval Medical Research Unit 6 (NAMRU-6)
A/Trujillo/TRU02462/2021(H3N2)	2021-12-17	h3n2_flu	South America	Peru	Human	EPI_ISL_11171204	Naval Medical Research Unit 6 (NAMRU-6)	Naval Medical Research Unit 6 (NAMRU-6)
A/Trujillo/TRU02467/2021(H3N2)	2021-12-30	h3n2_flu	South America	Peru	Human	EPI_ISL_11171205	Naval Medical Research Unit 6 (NAMRU-6)	Naval Medical Research Unit 6 (NAMRU-6)
A/Trujillo/TRU02478/2022(H3N2)	2022-01-05	h3n2_flu	South America	Peru	Human	EPI_ISL_11171206	Naval Medical Research Unit 6 (NAMRU-6)	Naval Medical Research Unit 6 (NAMRU-6)
A/Trujillo/TRU02494/2022(H3N2)	2022-01-11	h3n2_flu	South America	Peru	Human	EPI_ISL_11171207	Naval Medical Research Unit 6 (NAMRU-6)	Naval Medical Research Unit 6 (NAMRU-6)
A/Sao_Paulo/IAL/C9002/2022	2022-01-20	h3n2_flu	South America	Brazil	Human	EPI_ISL_11204845	Instituto Adolfo Lutz	Instituto Adolfo Lutz - National Influenza Center
A/Sao_Paulo/IAL/C9003/2022	2022-02-16	h3n2_flu	South America	Brazil	Human	EPI_ISL_11204846	Instituto Adolfo Lutz	Instituto Adolfo Lutz - National Influenza Center
A/Sao_Paulo/IAL/C9005/2022	2022-02-01	h3n2_flu	South America	Brazil	Human	EPI_ISL_11204847	Instituto Adolfo Lutz	Instituto Adolfo Lutz - National Influenza Center
A/Sao_Paulo/IAL/C9007/2022	2022-01-04	h3n2_flu	South America	Brazil	Human	EPI_ISL_11204848	Instituto Adolfo Lutz	Instituto Adolfo Lutz - National Influenza Center
A/Sao_Paulo/IAL/C9008/2022	2022-01-12	h3n2_flu	South America	Brazil	Human	EPI_ISL_11204849	Instituto Adolfo Lutz	Instituto Adolfo Lutz - National Influenza Center
A/Sao_Paulo/IAL/C9009/2022	2022-01-12	h3n2_flu	South America	Brazil	Human	EPI_ISL_11204850	Instituto Adolfo Lutz	Instituto Adolfo Lutz - National Influenza Center
A/Sao_Paulo/IAL/C9011/2022	2022-01-31	h3n2_flu	South America	Brazil	Human	EPI_ISL_11204851	Instituto Adolfo Lutz	Instituto Adolfo Lutz - National Influenza Center
A/Sao_Paulo/IAL/C9012/2022	2022-02-10	h3n2_flu	South America	Brazil	Human	EPI_ISL_11204852	Instituto Adolfo Lutz	Instituto Adolfo Lutz - National Influenza Center
A/Sao_Paulo/IAL/C9013/2022	2022-01-12	h3n2_flu	South America	Brazil	Human	EPI_ISL_11204853	Instituto Adolfo Lutz	Instituto Adolfo Lutz - National Influenza Center
A/Sao_Paulo/IAL/C9015/2022	2022-02-05	h3n2_flu	South America	Brazil	Human	EPI_ISL_11204854	Instituto Adolfo Lutz	Instituto Adolfo Lutz - National Influenza Center
A/Sao_Paulo/IAL/C9016/2022	2022-02-07	h3n2_flu	South America	Brazil	Human	EPI_ISL_11204855	Instituto Adolfo Lutz	Instituto Adolfo Lutz - National Influenza Center
A/Sao_Paulo/IAL/C9017/2022	2022-02-09	h3n2_flu	South America	Brazil	Human	EPI_ISL_11204856	Instituto Adolfo Lutz	Instituto Adolfo Lutz - National Influenza Center
A/Tocantins/IAL/C9019/2022	2022-02-16	h3n2_flu	South America	Brazil	Human	EPI_ISL_11204857	Instituto Adolfo Lutz	Instituto Adolfo Lutz - National Influenza Center
A/Sao_Paulo/IAL/C9020/2022	2022-01-05	h3n2_flu	South America	Brazil	Human	EPI_ISL_11204858	Instituto Adolfo Lutz	Instituto Adolfo Lutz - National Influenza Center
A/Sao_Paulo/IAL/C9021/2022	2022-01-05	h3n2_flu	South America	Brazil	Human	EPI_ISL_11204859	Instituto Adolfo Lutz	Instituto Adolfo Lutz - National Influenza Center
A/Sao_Paulo/IAL/C9023/2022	2022-02-08	h3n2_flu	South America	Brazil	Human	EPI_ISL_11204860	Instituto Adolfo Lutz	Instituto Adolfo Lutz - National Influenza Center
A/Sao_Paulo/IAL/C9024/2022	2022-02-10	h3n2_flu	South America	Brazil	Human	EPI_ISL_11204861	Instituto Adolfo Lutz	Instituto Adolfo Lutz - National Influenza Center
A/Acre/181834-IEC/2022	2022-01-05	h3n2_flu	South America	Brazil	Human	EPI_ISL_11999079	Evandro Chagas Institute 	LACEN-AC - Laboratório Central de Saúde Pública do Acre
A/Acre/181839-IEC/2021	2021-12-31	h3n2_flu	South America	Brazil	Human	EPI_ISL_11999080	Evandro Chagas Institute 	LACEN-AC - Laboratório Central de Saúde Pública do Acre
A/Acre/181841-IEC/2022	2022-01-04	h3n2_flu	South America	Brazil	Human	EPI_ISL_11999081	Evandro Chagas Institute 	LACEN-AC - Laboratório Central de Saúde Pública do Acre
A/Acre/181842-IEC/2022	2022-01-05	h3n2_flu	South America	Brazil	Human	EPI_ISL_11999102	Evandro Chagas Institute 	LACEN-AC - Laboratório Central de Saúde Pública do Acre
A/Acre/181864-IEC/2022	2022-01-07	h3n2_flu	South America	Brazil	Human	EPI_ISL_11999104	Evandro Chagas Institute 	LACEN-AC - Laboratório Central de Saúde Pública do Acre
A/Acre/181865-IEC/2021	2021-12-30	h3n2_flu	South America	Brazil	Human	EPI_ISL_11999105	Evandro Chagas Institute 	LACEN-AC - Laboratório Central de Saúde Pública do Acre
A/Para/181914-IEC/2022	2022-01-06	h3n2_flu	South America	Brazil	Human	EPI_ISL_11999107	Evandro Chagas Institute 	Evandro Chagas Institute 
A/Para/181915-IEC/2022	2022-01-10	h3n2_flu	South America	Brazil	Human	EPI_ISL_11999108	Evandro Chagas Institute 	Evandro Chagas Institute 
A/Para/181916-IEC/2021	2020-12-30	h3n2_flu	South America	Brazil	Human	EPI_ISL_11999109	Evandro Chagas Institute 	Evandro Chagas Institute 
A/Para/181918-IEC/2022	2022-01-06	h3n2_flu	South America	Brazil	Human	EPI_ISL_11999111	Evandro Chagas Institute 	Evandro Chagas Institute 
A/Para/181919-IEC/2022	2022-01-06	h3n2_flu	South America	Brazil	Human	EPI_ISL_11999460	Evandro Chagas Institute 	Evandro Chagas Institute 
A/Para/181921-IEC/2022	2022-01-08	h3n2_flu	South America	Brazil	Human	EPI_ISL_11999461	Evandro Chagas Institute 	Evandro Chagas Institute 
A/Para/181923-IEC/2022	2022-01-12	h3n2_flu	South America	Brazil	Human	EPI_ISL_11999535	Evandro Chagas Institute 	Evandro Chagas Institute 
A/Para/181957-IEC/2022	2022-01-12	h3n2_flu	South America	Brazil	Human	EPI_ISL_11999563	Evandro Chagas Institute 	Evandro Chagas Institute 
A/Para/181958-IEC/2022	2022-01-03	h3n2_flu	South America	Brazil	Human	EPI_ISL_11999683	Evandro Chagas Institute 	Evandro Chagas Institute 
A/Acre/182020-IEC/2022	2022-01-14	h3n2_flu	South America	Brazil	Human	EPI_ISL_11999926	Evandro Chagas Institute 	LACEN-AC - Laboratório Central de Saúde Pública do Acre
A/Rio_De_Janeiro/62434/2021	2021-11-23	h3n2_flu	South America	Brazil	Human	EPI_ISL_12187441	Centers for Disease Control and Prevention	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)
A/Argentina/R4/2021	2021-12-08	h3n2_flu	South America	Argentina	Human	EPI_ISL_12219457	Crick Worldwide Influenza Centre	Instituto Nacional de Enfermedades Infecciosas
A/Santa_Fe/R6/2021	2021-12-18	h3n2_flu	South America	Argentina	Human	EPI_ISL_12802501	Instituto Nacional de Enfermedades Infecciosas Dr. C.G. Malbrán	Instituto Nacional Enfermedades Infecciosas C.G.Malbran
A/Santa_Fe/R7/2021	2021-12-18	h3n2_flu	South America	Argentina	Human	EPI_ISL_12802502	Instituto Nacional de Enfermedades Infecciosas Dr. C.G. Malbrán	Instituto Nacional Enfermedades Infecciosas C.G.Malbran
A/Santa_Fe/R9/2021	2021-12-18	h3n2_flu	South America	Argentina	Human	EPI_ISL_12802504	Instituto Nacional de Enfermedades Infecciosas Dr. C.G. Malbrán	Instituto Nacional Enfermedades Infecciosas C.G.Malbran
A/Santa_Fe/R10/2021	2021-12-18	h3n2_flu	South America	Argentina	Human	EPI_ISL_12802505	Instituto Nacional de Enfermedades Infecciosas Dr. C.G. Malbrán	Instituto Nacional Enfermedades Infecciosas C.G.Malbran
A/Buenos_Aires/R34/2022	2022-01-06	h3n2_flu	South America	Argentina	Human	EPI_ISL_12802506	Instituto Nacional de Enfermedades Infecciosas Dr. C.G. Malbrán	Instituto Nacional Enfermedades Infecciosas C.G.Malbran
A/Buenos_Aires/R35/2022	2022-01-06	h3n2_flu	South America	Argentina	Human	EPI_ISL_12802507	Instituto Nacional de Enfermedades Infecciosas Dr. C.G. Malbrán	Instituto Nacional Enfermedades Infecciosas C.G.Malbran
A/Buenos_Aires/R47/2022	2022-01-25	h3n2_flu	South America	Argentina	Human	EPI_ISL_12802508	Instituto Nacional de Enfermedades Infecciosas Dr. C.G. Malbrán	Instituto Nacional Enfermedades Infecciosas C.G.Malbran
A/Salta/R49/2022	2022-01-25	h3n2_flu	South America	Argentina	Human	EPI_ISL_12802509	Instituto Nacional de Enfermedades Infecciosas Dr. C.G. Malbrán	Instituto Nacional Enfermedades Infecciosas C.G.Malbran
A/Salta/R57/2022	2022-01-27	h3n2_flu	South America	Argentina	Human	EPI_ISL_12802510	Instituto Nacional de Enfermedades Infecciosas Dr. C.G. Malbrán	Instituto Nacional Enfermedades Infecciosas C.G.Malbran
A/Salta/R82/2022	2022-02-01	h3n2_flu	South America	Argentina	Human	EPI_ISL_12802511	Instituto Nacional de Enfermedades Infecciosas Dr. C.G. Malbrán	Instituto Nacional Enfermedades Infecciosas C.G.Malbran
A/Salta/R91/2022	2022-01-28	h3n2_flu	South America	Argentina	Human	EPI_ISL_12802512	Instituto Nacional de Enfermedades Infecciosas Dr. C.G. Malbrán	Instituto Nacional Enfermedades Infecciosas C.G.Malbran
A/Buenos_Aires/R139/2022	2022-02-11	h3n2_flu	South America	Argentina	Human	EPI_ISL_12802513	Instituto Nacional de Enfermedades Infecciosas Dr. C.G. Malbrán	Instituto Nacional Enfermedades Infecciosas C.G.Malbran
A/Buenos_Aires/R140/2022	2022-02-11	h3n2_flu	South America	Argentina	Human	EPI_ISL_12802514	Instituto Nacional de Enfermedades Infecciosas Dr. C.G. Malbrán	Instituto Nacional Enfermedades Infecciosas C.G.Malbran
A/San_Luis/R2017/2022	2022-03-26	h3n2_flu	South America	Argentina	Human	EPI_ISL_12802515	Instituto Nacional de Enfermedades Infecciosas Dr. C.G. Malbrán	Instituto Nacional Enfermedades Infecciosas C.G.Malbran
A/San_Luis/R2021/2022	2022-03-25	h3n2_flu	South America	Argentina	Human	EPI_ISL_12802516	Instituto Nacional de Enfermedades Infecciosas Dr. C.G. Malbrán	Instituto Nacional Enfermedades Infecciosas C.G.Malbran
A/Tucuman/R2040/2022	2022-03-15	h3n2_flu	South America	Argentina	Human	EPI_ISL_12802517	Instituto Nacional de Enfermedades Infecciosas Dr. C.G. Malbrán	Instituto Nacional Enfermedades Infecciosas C.G.Malbran
A/Argentina/0930/2022	2022-03-17	h3n2_flu	South America	Argentina	Human	EPI_ISL_13284608	Centers for Disease Control and Prevention	Intituto Nacional de Epidemiologia
A/Argentina/0925/2022	2022-03-17	h3n2_flu	South America	Argentina	Human	EPI_ISL_13284609	Centers for Disease Control and Prevention	Intituto Nacional de Epidemiologia
A/Brazil/7808/2021	2021-11-12	h3n2_flu	South America	Brazil	Human	EPI_ISL_13284610	Centers for Disease Control and Prevention	Instituto Adolfo Lutz
A/Brazil/8643/2021	2021-12-18	h3n2_flu	South America	Brazil	Human	EPI_ISL_13284611	Centers for Disease Control and Prevention	Instituto Adolfo Lutz
A/Argentina/0655/2022	2022-03-06	h3n2_flu	South America	Argentina	Human	EPI_ISL_13284612	Centers for Disease Control and Prevention	Intituto Nacional de Epidemiologia
A/Argentina/0423/2022	2022-02-24	h3n2_flu	South America	Argentina	Human	EPI_ISL_13284614	Centers for Disease Control and Prevention	Intituto Nacional de Epidemiologia
A/Brazil/4963/2022	2022-01-02	h3n2_flu	South America	Brazil	Human	EPI_ISL_13284615	Centers for Disease Control and Prevention	Instituto Adolfo Lutz
A/Brazil/9405/2022	2022-01-03	h3n2_flu	South America	Brazil	Human	EPI_ISL_13284616	Centers for Disease Control and Prevention	Instituto Adolfo Lutz
A/Argentina/9950/2022	2022-02-04	h3n2_flu	South America	Argentina	Human	EPI_ISL_13284617	Centers for Disease Control and Prevention	Intituto Nacional de Epidemiologia
A/Brazil/1156/2022	2022-01-06	h3n2_flu	South America	Brazil	Human	EPI_ISL_13284618	Centers for Disease Control and Prevention	Instituto Adolfo Lutz
A/Argentina/0931/2022	2022-03-17	h3n2_flu	South America	Argentina	Human	EPI_ISL_13284619	Centers for Disease Control and Prevention	Intituto Nacional de Epidemiologia
A/Argentina/0654/2022	2022-03-06	h3n2_flu	South America	Argentina	Human	EPI_ISL_13284620	Centers for Disease Control and Prevention	Intituto Nacional de Epidemiologia
A/Argentina/0350/2022	2022-02-21	h3n2_flu	South America	Argentina	Human	EPI_ISL_13284621	Centers for Disease Control and Prevention	Intituto Nacional de Epidemiologia
A/Argentina/5781/2021	2021-12-19	h3n2_flu	South America	Argentina	Human	EPI_ISL_13284622	Centers for Disease Control and Prevention	Intituto Nacional de Epidemiologia
A/Argentina/0961/2022	2022-03-22	h3n2_flu	South America	Argentina	Human	EPI_ISL_13284623	Centers for Disease Control and Prevention	Intituto Nacional de Epidemiologia
A/Brazil/4295/2021	2021-11-29	h3n2_flu	South America	Brazil	Human	EPI_ISL_13284624	Centers for Disease Control and Prevention	Instituto Adolfo Lutz
A/Brazil/8874/2021	2021-12-20	h3n2_flu	South America	Brazil	Human	EPI_ISL_13284625	Centers for Disease Control and Prevention	Instituto Adolfo Lutz
A/Brazil/1723/2021	2021-12-29	h3n2_flu	South America	Brazil	Human	EPI_ISL_13284626	Centers for Disease Control and Prevention	Instituto Adolfo Lutz
A/Argentina/0803/2022	2022-03-10	h3n2_flu	South America	Argentina	Human	EPI_ISL_13284627	Centers for Disease Control and Prevention	Intituto Nacional de Epidemiologia
A/Brazil/9345/2022	2022-01-02	h3n2_flu	South America	Brazil	Human	EPI_ISL_13284628	Centers for Disease Control and Prevention	Instituto Adolfo Lutz
A/Argentina/0086/2022	2022-02-10	h3n2_flu	South America	Argentina	Human	EPI_ISL_13284629	Centers for Disease Control and Prevention	Intituto Nacional de Epidemiologia
